transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_fee,status,merchant_category,device_type,country,is_fraud,anomaly_flag,rule_alert,z_score,zscore_alert,if_prediction,if_alert
18722,3598,2026-04-20 06:04:22.932431,Bank Transfer,31674.3,158.37,Completed,Utilities,Desktop,Estonia,False,True,True,4.172979654657546,True,-1,True
18779,2486,2024-11-30 00:14:52.663869,ATM Withdrawal,8953.45,44.77,Completed,Subscriptions,Mobile,Ethiopia,False,False,False,1.0978133453516004,False,-1,True
18816,3914,2025-12-05 09:30:13.319347,Online Purchase,22073.52,110.37,Completed,Entertainment,Desktop,San Marino,False,True,True,2.873556648957568,False,-1,True
18942,4628,2025-09-22 13:50:17.950251,Card Payment,9958.06,49.79,Completed,Shopping,Mobile,Antarctica (the territory South of 60 deg S),False,False,False,1.2337828546785772,False,-1,True
19180,504,2025-08-26 11:25:46.405256,Card Payment,404487.04,2022.44,Completed,Subscriptions,Mobile,Samoa,False,True,True,54.63153106131869,True,-1,True
19282,35,2025-05-23 13:31:19.796105,Card Payment,10445.25,52.23,Completed,Entertainment,Mobile,Bahamas,False,True,False,1.2997218611079477,False,-1,True
19297,4834,2025-03-19 14:02:32.609783,Card Payment,9940.78,49.7,Completed,Subscriptions,Mobile,Oman,False,False,False,1.2314440832934923,False,-1,True
19344,3258,2026-05-03 11:40:56.873891,Card Payment,8954.12,44.77,Completed,Utilities,Mobile,Cocos (Keeling) Islands,False,False,False,1.0979040268809988,False,-1,True
19359,3539,2024-08-18 13:01:41.816577,Card Payment,16308.24,81.54,Completed,Subscriptions,Mobile,Senegal,False,True,False,2.093251562672707,False,-1,True
19387,4500,2024-11-17 08:41:04.866305,ATM Withdrawal,9797.16,48.99,Completed,Utilities,Mobile,Croatia,False,False,False,1.212005753066299,False,-1,True
19474,1690,2025-05-28 17:39:03.651860,Card Payment,38842.7,194.21,Completed,Subscriptions,Mobile,Equatorial Guinea,False,True,True,5.14319081188224,True,-1,True
19676,913,2025-06-16 14:12:51.511354,ATM Withdrawal,9452.74,47.26,Completed,Utilities,Desktop,Angola,False,False,False,1.1653900331327953,False,-1,True
19757,1307,2025-04-22 00:30:26.390509,Online Purchase,35926.8,179.63,Completed,Travel,Desktop,Cayman Islands,False,True,True,4.748536675205788,True,-1,True
19840,76,2025-03-11 22:09:08.506016,Online Purchase,9948.95,49.74,Completed,Groceries,Mobile,Pakistan,False,False,False,1.2325498565698896,False,-1,True
19969,1722,2026-06-12 05:03:53.906338,Card Payment,12270.96,61.35,Completed,Groceries,Mobile,Guinea,True,True,False,1.5468236148963384,False,-1,True
20009,3177,2026-04-30 06:21:19.281555,Card Payment,20190.98,100.95,Completed,Subscriptions,Mobile,Ghana,False,True,True,2.6187632066382527,False,-1,True
20084,1337,2025-11-28 06:56:10.874887,Direct Debit,36357.3,181.79,Completed,Subscriptions,Mobile,Burkina Faso,False,True,True,4.806802941483511,True,-1,True
20100,2919,2026-01-12 07:35:48.197970,Card Payment,9285.42,46.43,Completed,Travel,Mobile,Sierra Leone,False,False,False,1.1427440129850863,False,-1,True
20301,4681,2025-01-31 14:53:41.048823,Card Payment,9475.51,47.38,Completed,Restaurants,Mobile,Somalia,False,False,False,1.1684718516766832,False,-1,True
20443,85,2025-07-09 16:31:27.190959,Online Purchase,9884.92,49.42,Completed,Groceries,Mobile,Cape Verde,False,False,False,1.2238836799618462,False,-1,True
20508,4811,2026-05-26 12:12:06.112347,Card Payment,20212.86,101.06,Pending,Groceries,Desktop,Pakistan,False,True,True,2.6217245676281635,False,-1,True
20626,204,2026-05-11 18:29:01.929299,Online Purchase,9127.98,45.64,Completed,Shopping,Mobile,Malawi,False,True,False,1.1214352070320903,False,-1,True
20707,2564,2025-12-29 01:10:21.963688,Bank Transfer,26970.84,134.85,Completed,Subscriptions,Desktop,Norway,False,True,True,3.5363871975457672,True,-1,True
20724,4964,2026-03-27 20:00:44.595868,Card Payment,9023.04,45.12,Pending,Groceries,Mobile,Guinea-Bissau,False,True,False,1.1072320433080853,False,-1,True
20761,2321,2025-05-02 11:45:46.542151,Online Purchase,9469.33,47.35,Completed,Utilities,Mobile,Botswana,False,False,False,1.1676354160771563,False,-1,True
20793,4863,2024-07-09 04:34:23.789474,Online Purchase,21248.11,106.24,Completed,Subscriptions,Tablet,Trinidad and Tobago,False,True,True,2.761841065105546,False,-1,True
20923,503,2025-05-14 02:02:55.243850,Card Payment,15122.8,75.61,Completed,Entertainment,Mobile,Puerto Rico,False,True,False,1.932807514597761,False,-1,True
20973,1057,2025-04-11 08:07:29.116105,Bank Transfer,9353.2,46.77,Completed,Shopping,Mobile,Dominica,False,True,False,1.151917735466629,False,-1,True
21105,3747,2025-10-22 07:10:04.957031,Card Payment,12372.75,61.86,Completed,Healthcare,Mobile,Greece,False,True,False,1.5606004400866043,False,-1,True
21229,4762,2026-05-09 00:34:52.785672,Direct Debit,23668.42,118.34,Completed,Shopping,Mobile,Chile,False,True,True,3.08941929259599,True,-1,True
21272,781,2025-01-22 19:03:23.209677,Card Payment,46571.52,232.86,Completed,Travel,Tablet,Gambia,False,True,True,6.189252331354003,True,-1,True
21447,4001,2025-09-29 22:15:30.872320,Online Purchase,12481.7,62.41,Completed,Travel,Mobile,Romania,False,True,False,1.5753463395313383,False,-1,True
21463,3151,2026-01-05 22:49:44.741775,Online Purchase,15556.28,77.78,Completed,Restaurants,Desktop,Peru,False,True,False,1.9914771106629585,False,-1,True
21483,1374,2025-06-05 08:38:24.781455,Card Payment,9566.86,47.83,Completed,Travel,Mobile,Togo,False,False,False,1.180835669155127,False,-1,True
21685,1746,2024-08-23 02:04:30.287257,Direct Debit,9948.15,49.74,Completed,Subscriptions,Mobile,Cocos (Keeling) Islands,False,False,False,1.2324415801168762,False,-1,True
21733,2458,2026-02-11 10:45:50.872859,Direct Debit,22219.8,111.1,Completed,Shopping,Mobile,Denmark,False,True,True,2.89335499839103,False,-1,True
21778,2919,2024-11-26 20:11:40.199395,Bank Transfer,9814.76,49.07,Completed,Groceries,Mobile,Botswana,False,False,False,1.2143878350325894,False,-1,True
21859,4763,2024-10-02 02:38:42.344988,Online Purchase,8930.4,44.65,Completed,Subscriptions,Mobile,Nepal,False,False,False,1.0946936300491577,False,-1,True
21944,2379,2024-08-25 19:12:40.056356,Online Purchase,11900.4,59.5,Completed,Shopping,Desktop,Afghanistan,False,True,False,1.4966699618606285,False,-1,True
22007,4690,2026-04-12 20:42:50.127563,Online Purchase,16855.5,84.28,Completed,Healthcare,Desktop,Bahamas,False,True,False,2.1673207772677054,False,-1,True
22056,737,2024-06-13 14:19:11.241138,ATM Withdrawal,16985.84,84.93,Completed,Shopping,Desktop,United States Virgin Islands,False,True,False,2.18496171837488,False,-1,True
22100,3964,2026-03-30 04:49:40.784689,Bank Transfer,9254.63,46.27,Completed,Shopping,Mobile,Bhutan,False,False,False,1.138576722999741,False,-1,True
22278,4377,2026-05-06 09:14:15.979309,Bank Transfer,9673.17,48.37,Pending,Travel,Mobile,Iceland,False,False,False,1.1952242563049174,False,-1,True
22328,4214,2025-06-26 00:09:14.955876,ATM Withdrawal,91063.56,455.32,Completed,Travel,Mobile,French Polynesia,False,True,True,12.21105267950526,True,-1,True
22436,1756,2026-02-15 09:04:03.679019,Bank Transfer,16603.6,83.02,Completed,Utilities,Mobile,Netherlands,False,True,False,2.133227229125177,False,-1,True
22548,3347,2025-06-09 14:59:21.434675,Bank Transfer,9146.3,45.73,Completed,Healthcare,Mobile,Marshall Islands,False,False,False,1.1239147378060925,False,-1,True
22880,4775,2025-11-24 04:59:39.765565,Card Payment,9255.69,46.28,Completed,Restaurants,Mobile,Turkey,False,False,False,1.1387201892999839,False,-1,True
22938,1606,2026-02-21 07:09:13.049472,Card Payment,9645.96,48.23,Completed,Subscriptions,Mobile,Saint Kitts and Nevis,False,False,False,1.191541503446806,False,-1,True
22961,4862,2025-09-04 01:50:02.323974,Card Payment,9754.76,48.77,Completed,Subscriptions,Mobile,Israel,False,False,False,1.2062671010566002,False,-1,True
23045,4472,2024-07-18 04:42:47.967531,ATM Withdrawal,9975.56,49.88,Completed,Restaurants,Mobile,Heard Island and McDonald Islands,False,False,False,1.2361514020882407,False,-1,True
23048,2313,2026-04-26 04:19:36.506018,ATM Withdrawal,19576.08,97.88,Completed,Shopping,Mobile,Bangladesh,False,True,False,2.5355392179409892,False,-1,True
23174,4749,2024-11-01 09:12:12.153518,ATM Withdrawal,17046.9,85.23,Completed,Entertainment,Desktop,Turkmenistan,False,True,False,2.1932259186511116,False,-1,True
23182,3596,2024-12-31 14:31:18.928004,Card Payment,11288.16,56.44,Pending,Healthcare,Mobile,Eritrea,False,True,False,1.4138059923696336,False,-1,True
23226,1285,2024-07-05 20:55:36.057526,Online Purchase,21015.28,105.08,Completed,Groceries,Desktop,Cyprus,False,True,True,2.730328556911719,False,-1,True
23268,4458,2025-05-29 21:47:37.860970,Bank Transfer,21622.67,108.11,Completed,Groceries,Mobile,Paraguay,False,True,True,2.812536100406321,False,-1,True
23346,1877,2025-05-27 07:27:01.715980,Card Payment,9779.25,48.9,Completed,Subscriptions,Mobile,Bouvet Island (Bouvetoya),False,False,False,1.2095817139744665,False,-1,True
23365,3858,2025-09-04 23:01:15.181998,Online Purchase,9548.64,47.74,Completed,Subscriptions,Mobile,United States of America,False,False,False,1.1783696729377515,False,-1,True
23378,1873,2026-05-05 08:19:40.993464,Card Payment,9828.24,49.14,Completed,Restaurants,Tablet,Solomon Islands,False,False,False,1.2162122932658617,False,-1,True
23560,4826,2025-02-24 05:58:51.586044,Bank Transfer,9544.09,47.72,Completed,Entertainment,Desktop,Papua New Guinea,False,False,False,1.177753850611239,False,-1,True
23714,2374,2026-03-29 02:42:36.350398,Direct Debit,11730.0,58.65,Completed,Subscriptions,Mobile,Afghanistan,False,True,False,1.4736070773688188,False,-1,True
23745,2376,2025-01-16 10:50:03.899090,Card Payment,14280.24,71.4,Completed,Groceries,Mobile,Pakistan,False,True,False,1.8187707542842684,False,-1,True
23749,1458,2024-11-20 20:32:29.961596,Bank Transfer,12096.64,60.48,Completed,Groceries,Mobile,Holy See (Vatican City State),False,True,False,1.5232301757847642,False,-1,True
23758,3387,2025-11-13 01:31:48.373074,Online Purchase,9126.54,45.63,Completed,Entertainment,Desktop,Dominica,False,False,False,1.1212403094166667,False,-1,True
23773,1331,2025-11-14 13:04:45.532124,Card Payment,12640.18,63.2,Completed,Utilities,Mobile,Saint Helena,False,True,False,1.5967959048732514,False,-1,True
23851,2843,2025-12-23 02:03:45.245763,Online Purchase,9840.6,49.2,Completed,Shopping,Tablet,Belgium,False,True,False,1.2178851644649156,False,-1,True
23956,4834,2025-12-18 02:33:54.166453,Direct Debit,9822.51,49.11,Completed,Restaurants,Mobile,Hungary,False,False,False,1.2154367631711547,False,-1,True
24179,4022,2025-03-06 10:19:20.055287,Card Payment,12091.5,60.46,Completed,Shopping,Mobile,Dominican Republic,False,True,False,1.5225344995741545,False,-1,True
24186,3449,2025-11-27 08:39:50.079696,Online Purchase,73039.12,365.2,Completed,Entertainment,Desktop,Denmark,True,True,True,9.771524641068913,True,-1,True
24248,3082,2025-08-01 09:07:19.482709,Card Payment,10395.35,51.98,Completed,Restaurants,Mobile,Afghanistan,False,True,False,1.29296811735125,False,-1,True
24588,1122,2024-10-13 12:15:36.237429,Online Purchase,9023.37,45.12,Completed,Entertainment,Mobile,Malawi,False,False,False,1.1072767073449532,False,-1,True
24743,1741,2024-08-11 05:48:32.874253,Online Purchase,9664.92,48.32,Completed,Healthcare,Desktop,Swaziland,False,False,False,1.1941076553832188,False,-1,True
24948,2342,2025-10-30 05:52:25.832940,Bank Transfer,82034.82,410.17,Completed,Healthcare,Desktop,Micronesia,False,True,True,10.989052751532364,True,-1,True
25003,4958,2024-11-11 06:48:14.857529,Card Payment,9754.45,48.77,Completed,Subscriptions,Mobile,United States Minor Outlying Islands,False,False,False,1.2062251439310576,False,-1,True
25068,3858,2026-03-28 10:37:27.853390,ATM Withdrawal,8920.04,44.6,Completed,Shopping,Desktop,Colombia,False,False,False,1.093291449982637,False,-1,True
25160,2713,2025-12-16 21:46:14.927148,Online Purchase,9537.31,47.69,Completed,Healthcare,Mobile,North Macedonia,False,False,False,1.176836207671952,False,-1,True
25206,2591,2025-08-02 10:50:54.636189,Online Purchase,13642.68,68.21,Completed,Shopping,Desktop,Rwanda,False,True,False,1.732479835055406,False,-1,True
25246,692,2025-06-10 23:46:09.241677,Direct Debit,11645.66,58.23,Completed,Healthcare,Desktop,Bhutan,False,True,False,1.4621920323099031,False,-1,True
25263,1914,2025-10-05 10:56:34.737158,Card Payment,10693.35,53.47,Completed,Healthcare,Mobile,Antarctica (the territory South of 60 deg S),False,True,False,1.3333010960986635,False,-1,True
25302,1040,2025-09-21 23:37:41.538117,Card Payment,21801.0,109.0,Completed,Groceries,Mobile,Heard Island and McDonald Islands,False,True,True,2.8366722752386244,False,-1,True
25437,2713,2025-11-07 00:11:50.545408,Card Payment,9670.06,48.35,Completed,Travel,Desktop,Botswana,False,False,False,1.1948033315938285,False,-1,True
25497,1913,2025-10-02 19:57:24.947710,Online Purchase,8941.34,44.71,Completed,Shopping,Mobile,Palau,False,False,False,1.096174310544113,False,-1,True
25555,2215,2024-10-30 17:18:47.292780,Online Purchase,11853.6,59.27,Completed,Healthcare,Mobile,French Southern Territories,True,True,False,1.490335789359357,False,-1,True
25664,4835,2025-01-02 23:06:03.846923,Online Purchase,9445.05,47.23,Completed,Shopping,Mobile,Papua New Guinea,False,False,False,1.1643492257282058,False,-1,True
25685,3547,2025-10-20 22:10:40.974910,Card Payment,15251.6,76.26,Completed,Restaurants,Mobile,Guatemala,False,True,False,1.9502400235328847,False,-1,True
25972,1022,2025-08-16 06:40:12.171045,Bank Transfer,79503.48,397.52,Completed,Utilities,Mobile,Greece,False,True,True,10.64644710581935,True,-1,True
25985,1741,2025-03-05 14:19:58.728239,Online Purchase,9244.57,46.22,Completed,Shopping,Mobile,Tokelau,False,False,False,1.1372151466031002,False,-1,True
25993,3290,2025-07-01 02:18:21.601349,Card Payment,64946.44,324.73,Completed,Restaurants,Mobile,Ecuador,False,True,True,8.676216283855428,True,-1,True
26078,4603,2025-03-26 14:04:51.639837,Direct Debit,9858.73,49.29,Completed,Travel,Mobile,Pitcairn Islands,False,False,False,1.2203389795813269,False,-1,True
26156,3584,2025-01-24 16:56:34.943340,Bank Transfer,15480.66,77.4,Completed,Shopping,Tablet,Niue,False,True,False,1.9812422789418866,False,-1,True
26589,2207,2026-05-11 09:03:21.984571,Online Purchase,9961.57,49.81,Completed,Utilities,Mobile,Israel,False,False,False,1.2342579176161725,False,-1,True
26659,3188,2024-11-20 06:04:05.185984,Card Payment,57479.45,287.4,Completed,Shopping,Mobile,Guatemala,False,True,True,7.66559229399922,True,-1,True
26687,4965,2026-02-03 17:09:36.474711,Card Payment,9943.98,49.72,Completed,Subscriptions,Mobile,Austria,False,True,False,1.231877189105545,False,-1,True
26747,2282,2024-07-29 03:39:44.283123,Bank Transfer,10775.66,53.88,Completed,Travel,Mobile,Dominica,False,True,False,1.3444413896580583,False,-1,True
26782,2029,2024-12-22 05:27:16.320130,Online Purchase,9310.55,46.55,Completed,Shopping,Mobile,Sudan,False,False,False,1.1461452470653632,False,-1,True
26801,962,2024-11-09 01:25:20.259878,Bank Transfer,10636.86,53.18,Completed,Healthcare,Desktop,Palestinian Territory,False,True,False,1.3256554250602697,False,-1,True
27454,3031,2025-10-12 07:54:58.886553,Direct Debit,43650.6,218.25,Completed,Utilities,Mobile,North Macedonia,False,True,True,5.793918759934891,True,-1,True
27466,4405,2026-06-11 04:10:06.903893,Bank Transfer,377925.12,1889.63,Completed,Entertainment,Mobile,Suriname,False,True,True,51.03649295779353,True,-1,True
27484,2930,2025-11-05 12:33:04.937750,Direct Debit,72991.0,364.95,Completed,Groceries,Mobile,Sweden,False,True,True,9.76501181242017,True,-1,True
27571,1739,2025-03-23 18:48:51.986928,Card Payment,9919.79,49.6,Completed,Utilities,Mobile,Cape Verde,False,False,False,1.2286031798575587,False,-1,True
27732,3120,2026-04-05 02:34:02.934116,Card Payment,80271.75,401.36,Completed,Entertainment,Mobile,Afghanistan,True,True,True,10.750429044014906,True,-1,True
27923,1150,2026-02-14 09:29:40.478450,Online Purchase,9746.05,48.73,Completed,Subscriptions,Mobile,Costa Rica,False,False,False,1.2050882411744188,False,-1,True
28123,788,2025-12-25 00:30:22.507565,Bank Transfer,668682.97,3343.41,Completed,Healthcare,Mobile,Japan,False,True,True,90.38927881247025,True,-1,True
28190,1419,2024-07-25 08:12:57.167252,Card Payment,9318.23,46.59,Completed,Travel,Mobile,Mauritius,False,False,False,1.14718470101429,False,-1,True
28460,3587,2025-10-23 11:41:35.904527,Online Purchase,9639.94,48.2,Completed,Groceries,Mobile,Micronesia,False,False,False,1.190726723137882,False,-1,True
28615,2966,2025-08-13 23:53:27.294245,Card Payment,9976.46,49.88,Completed,Healthcare,Mobile,Korea,False,False,False,1.2362732130978804,False,-1,True
28816,76,2026-03-27 16:55:43.458084,ATM Withdrawal,9430.96,47.15,Completed,Travel,Mobile,Marshall Islands,False,False,False,1.162442206699511,False,-1,True
28884,2548,2024-12-21 08:35:30.531585,Direct Debit,9155.25,45.78,Completed,Entertainment,Mobile,Sierra Leone,False,False,False,1.1251260806241776,False,-1,True
28936,179,2024-11-19 14:23:50.880951,Card Payment,9671.2,48.36,Completed,Travel,Mobile,Antarctica (the territory South of 60 deg S),False,True,False,1.1949576255393723,False,-1,True
28940,4399,2025-01-21 13:48:22.634761,Online Purchase,9553.18,47.77,Completed,Entertainment,Mobile,Estonia,False,False,False,1.1789841418086013,False,-1,True
29088,3369,2026-04-21 02:13:45.194548,Online Purchase,9308.42,46.54,Completed,Restaurants,Mobile,Moldova,False,False,False,1.1458569610092157,False,-1,True
29157,540,2024-08-04 05:51:07.698390,Direct Debit,24090.3,120.45,Completed,Utilities,Mobile,Somalia,True,True,True,3.1465188800924966,True,-1,True
29465,2457,2025-09-05 04:56:54.186957,ATM Withdrawal,9352.2,46.76,Completed,Groceries,Mobile,Lao People's Democratic Republic,False,True,False,1.1517823899003625,False,-1,True
29618,1925,2026-05-30 23:36:56.579100,Direct Debit,111449.52,557.25,Completed,Shopping,Mobile,Bangladesh,False,True,True,14.970201979591245,True,-1,True
29747,3826,2024-11-02 22:14:25.850452,Bank Transfer,9419.83,47.1,Completed,Travel,Desktop,Cote d'Ivoire,False,False,False,1.1609358105469652,False,-1,True
29849,3007,2025-01-06 13:33:43.115992,Card Payment,21167.26,105.84,Completed,Entertainment,Mobile,Dominican Republic,False,True,True,2.7508983760728998,False,-1,True
29866,4538,2024-08-30 00:07:20.148836,ATM Withdrawal,9492.5,47.46,Completed,Subscriptions,Mobile,Dominica,False,False,False,1.1707713728475508,False,-1,True
29969,3964,2025-01-29 17:17:41.712519,Online Purchase,47146.6,235.73,Completed,Restaurants,Mobile,Albania,False,True,True,6.267086859602535,True,-1,True
30031,2200,2025-08-10 16:11:43.328459,Card Payment,9948.76,49.74,Completed,Healthcare,Mobile,Latvia,False,False,False,1.232524140912299,False,-1,True
30257,1936,2026-04-15 04:40:17.342884,Online Purchase,22343.5,111.72,Completed,Subscriptions,Desktop,Papua New Guinea,False,True,True,2.9100972449381945,False,-1,True
30400,248,2025-11-05 14:56:11.404534,Bank Transfer,9237.58,46.19,Completed,Entertainment,Mobile,Azerbaijan,False,False,False,1.1362690810948977,False,-1,True
30410,1995,2026-04-29 07:30:21.826246,Direct Debit,9428.16,47.14,Completed,Shopping,Tablet,Grenada,False,False,False,1.162063239113965,False,-1,True
30452,4052,2025-01-10 17:39:49.562835,Bank Transfer,9290.64,46.45,Completed,Subscriptions,Desktop,China,False,False,False,1.1434505168409974,False,-1,True
30629,1690,2025-03-24 12:37:47.094455,Card Payment,30883.32,154.42,Completed,Healthcare,Desktop,Guinea,False,True,True,4.065924018652078,True,-1,True
30675,4581,2025-01-21 04:00:16.473821,Bank Transfer,9429.69,47.15,Completed,Healthcare,Mobile,Kyrgyz Republic,False,False,False,1.1622703178303528,False,-1,True
30716,2975,2025-12-04 06:36:21.448645,Bank Transfer,9278.31,46.39,Completed,Utilities,Desktop,Iceland,False,False,False,1.1417817060089317,False,-1,True
30834,2256,2026-01-03 00:34:23.703158,Online Purchase,9752.36,48.76,Completed,Travel,Mobile,Cyprus,False,False,False,1.2059422716975605,False,-1,True
30854,634,2024-09-29 18:52:12.756956,Card Payment,9415.53,47.08,Completed,Restaurants,Desktop,Slovenia,False,False,False,1.1603538246120193,False,-1,True
30856,451,2025-01-28 15:54:16.446649,Bank Transfer,17761.48,88.81,Completed,Travel,Mobile,Niger,False,True,False,2.2899411533938188,False,-1,True
30859,517,2026-02-04 23:02:18.006648,Bank Transfer,8918.75,44.59,Completed,Healthcare,Desktop,Tokelau,False,False,False,1.093116854202153,False,-1,True
30928,4636,2026-01-06 22:57:28.165440,Card Payment,55585.92,277.93,Completed,Travel,Mobile,Hungary,False,True,True,7.409311403906637,True,-1,True
31104,1541,2026-02-03 12:28:46.923888,Direct Debit,79312.59,396.56,Completed,Groceries,Mobile,India,False,True,True,10.620610990674741,True,-1,True
31138,2585,2025-12-20 01:57:22.564018,ATM Withdrawal,408819.49,2044.1,Completed,Groceries,Mobile,Azerbaijan,False,True,True,55.21790895988994,True,-1,True
31190,1227,2024-07-25 02:57:14.717351,Bank Transfer,11407.89,57.04,Completed,Subscriptions,Desktop,Barbados,False,True,False,1.43001091701872,False,-1,True
31320,3587,2025-02-06 16:34:24.568068,Bank Transfer,9363.91,46.82,Completed,Entertainment,Mobile,Gabon,False,False,False,1.1533672864813431,False,-1,True
31327,1988,2024-11-29 10:42:11.993757,Card Payment,41003.2,205.02,Completed,Shopping,Mobile,Cambodia,False,True,True,5.435604907800989,True,-1,True
31585,2045,2025-10-17 20:36:50.836339,Card Payment,49400.49,247.0,Completed,Subscriptions,Mobile,Niger,False,True,True,6.572140877954911,True,-1,True
31589,2478,2025-03-25 00:23:30.605487,Direct Debit,9433.84,47.17,Completed,Shopping,Mobile,Dominica,False,False,False,1.1628320019303586,False,-1,True
31671,1905,2025-12-30 22:22:45.404390,Online Purchase,9433.35,47.17,Completed,Healthcare,Desktop,Bermuda,False,False,False,1.162765682602888,False,-1,True
31708,2022,2025-12-23 22:16:29.086667,Card Payment,13480.83,67.4,Completed,Travel,Desktop,Bahrain,False,True,False,1.710574155155175,False,-1,True
31742,162,2025-12-01 22:37:21.410592,Card Payment,12140.8,60.7,Completed,Subscriptions,Mobile,Finland,False,True,False,1.5292070359910923,False,-1,True
31821,4553,2024-09-06 00:23:34.089554,Direct Debit,9853.86,49.27,Completed,Utilities,Mobile,Falkland Islands (Malvinas),False,False,False,1.2196798466736092,False,-1,True
31858,1292,2024-06-18 08:01:32.838840,Card Payment,11634.51,58.17,Completed,Entertainment,Tablet,Oman,False,True,False,1.460682929246032,False,-1,True
31944,2585,2025-07-18 22:02:11.651912,Bank Transfer,286028.81,1430.14,Completed,Entertainment,Mobile,Niger,False,True,True,38.598734843042756,True,-1,True
31989,1502,2025-06-24 14:52:02.645393,Bank Transfer,18941.72,94.71,Completed,Subscriptions,Mobile,Indonesia,False,True,False,2.4496814045241795,False,-1,True
32084,3081,2026-03-25 17:59:37.715788,Bank Transfer,12257.28,61.29,Completed,Groceries,Mobile,Tuvalu,False,True,False,1.544972087549813,False,-1,True
32118,3877,2024-11-15 14:40:28.508415,Direct Debit,9145.87,45.73,Completed,Restaurants,Mobile,Suriname,False,True,False,1.123856539212598,False,-1,True
32158,2542,2024-06-19 02:13:37.933228,Bank Transfer,9972.37,49.86,Completed,Subscriptions,Desktop,Central African Republic,False,False,False,1.2357196497318508,False,-1,True
32215,3369,2026-05-03 04:41:47.587445,Online Purchase,9415.9,47.08,Completed,Subscriptions,Mobile,Hungary,False,False,False,1.1604039024715378,False,-1,True
32303,3804,2024-07-15 07:44:35.833939,Card Payment,8936.56,44.68,Completed,Shopping,Mobile,Sri Lanka,False,False,False,1.095527358737359,False,-1,True
32343,4861,2024-12-27 13:40:32.417071,Bank Transfer,39911.41,199.56,Completed,Entertainment,Desktop,Guadeloupe,False,True,True,5.2878359720069,True,-1,True
32575,1505,2025-01-22 20:05:42.668128,Online Purchase,8913.48,44.57,Completed,Shopping,Mobile,Estonia,False,False,False,1.0924035830679286,False,-1,True
32626,4970,2025-09-26 09:32:00.432480,Bank Transfer,14597.28,72.99,Completed,Subscriptions,Mobile,Cocos (Keeling) Islands,False,True,False,1.861680712613396,False,-1,True
32665,4197,2025-11-12 17:59:48.573277,Card Payment,15423.03,77.12,Completed,Shopping,Mobile,Malta,False,True,False,1.973442313957949,False,-1,True
32708,2586,2024-08-31 08:05:11.975334,Card Payment,26667.75,133.34,Completed,Subscriptions,Mobile,Reunion,False,True,True,3.4953653098660573,True,-1,True
32905,352,2024-09-11 19:11:38.586859,Bank Transfer,8931.6,44.66,Completed,Subscriptions,Desktop,Indonesia,False,False,False,1.0948560447286775,False,-1,True
33072,1877,2024-09-09 23:16:24.500765,ATM Withdrawal,9382.3,46.91,Pending,Healthcare,Mobile,Uruguay,False,False,False,1.1558562914449837,False,-1,True
33130,2597,2024-07-09 19:11:03.873019,Online Purchase,14439.17,72.2,Completed,Restaurants,Mobile,Burundi,False,True,False,1.8402812251310015,False,-1,True
33162,641,2025-09-19 12:45:33.931925,Online Purchase,9377.93,46.89,Completed,Utilities,Tablet,Kiribati,False,False,False,1.1552648313203993,False,-1,True
33246,3265,2025-01-07 23:30:01.359211,Card Payment,50026.15,250.13,Failed,Entertainment,Mobile,Palau,False,True,True,6.656821184945202,True,-1,True
33272,2996,2026-03-24 13:40:35.685620,Bank Transfer,9355.25,46.78,Completed,Healthcare,Mobile,Albania,False,False,False,1.1521951938774753,False,-1,True
33639,47,2025-10-14 18:56:01.364471,Card Payment,14127.84,70.64,Completed,Entertainment,Mobile,Djibouti,False,True,False,1.7981440899852557,False,-1,True
33656,904,2025-06-26 21:21:21.567576,Bank Transfer,394667.16,1973.34,Completed,Healthcare,Mobile,Oman,False,True,True,53.30245384204972,True,-1,True
33673,1177,2024-06-25 22:47:28.168317,Online Purchase,12821.79,64.11,Completed,Travel,Mobile,Cyprus,False,True,False,1.6213760131629085,False,-1,True
33785,2591,2024-11-16 08:05:34.914945,Online Purchase,11277.75,56.39,Completed,Utilities,Desktop,Uganda,False,True,False,1.4123970450247993,False,-1,True
33946,3507,2025-12-01 00:58:00.933274,Card Payment,9435.18,47.18,Completed,Groceries,Mobile,Belize,False,False,False,1.1630133649891556,False,-1,True
33971,1695,2025-10-26 18:34:16.022394,Online Purchase,193041.9,965.21,Completed,Restaurants,Tablet,Liechtenstein,False,True,True,26.013368853721754,True,-1,True
33988,4958,2026-01-12 00:26:32.057310,Direct Debit,9885.42,49.43,Completed,Subscriptions,Tablet,United Arab Emirates,False,False,False,1.2239513527449795,False,-1,True
33989,1995,2024-08-11 19:29:39.095707,Online Purchase,9936.31,49.68,Completed,Travel,Mobile,Qatar,True,False,False,1.230839088612281,False,-1,True
34163,3454,2026-01-14 04:16:19.722805,Online Purchase,16206.0,81.03,Completed,Utilities,Mobile,Papua New Guinea,False,True,False,2.079413831977621,False,-1,True
34209,4061,2024-11-15 09:34:28.147443,Online Purchase,10689.84,53.45,Completed,Utilities,Mobile,Burkina Faso,False,True,False,1.3328260331610682,False,-1,True
34234,2837,2026-03-29 02:52:28.035732,ATM Withdrawal,9853.02,49.27,Pending,Subscriptions,Mobile,Libyan Arab Jamahiriya,False,False,False,1.2195661563979454,False,-1,True
