customer_id,total_transactions,total_volume,total_revenue,avg_transaction_value,fraud_transactions,anomaly_transactions,signup_date,customer_segment,acquisition_channel,churn_flag,customer_age_days,cac,ltv
1435,20,13178.49,65.91,658.9245,0,0,2023-11-25,Premium,Google Ads,True,930,80,65.91
1436,20,3469.99,17.36,173.49949999999998,0,0,2024-07-03,Standard,Google Ads,False,709,80,17.36
1437,12,15165.119999999999,75.82000000000001,1263.76,1,1,2024-12-27,Standard,Google Ads,False,532,80,75.82000000000001
1438,24,8420.61,42.089999999999996,350.85875000000004,0,0,2023-10-23,Standard,Google Ads,False,963,80,42.089999999999996
1439,9,1606.2400000000002,8.03,178.47111111111113,0,0,2024-05-03,Standard,LinkedIn,False,770,120,8.03
1440,18,17850.79,89.25,991.7105555555556,0,0,2024-06-30,Standard,LinkedIn,False,712,120,89.25
1441,10,16044.41,80.23,1604.441,0,1,2023-10-20,Standard,Organic,False,966,0,80.23
1442,16,67599.06999999999,338.0,4224.9418749999995,0,1,2025-03-11,Premium,Referral,False,458,20,338.0
1443,18,14251.15,71.27,791.7305555555555,0,0,2025-12-30,Premium,LinkedIn,False,164,120,71.27
1444,21,17806.16,89.03,847.912380952381,2,0,2026-01-11,Premium,Google Ads,False,152,80,89.03
1445,15,2248.27,11.27,149.88466666666667,0,0,2024-06-27,Standard,Facebook Ads,False,715,60,11.27
1446,14,2245.81,11.22,160.415,0,0,2024-09-23,Standard,LinkedIn,False,627,120,11.22
1447,24,4491.87,22.47,187.16125,1,0,2024-11-25,Standard,Organic,True,564,0,22.47
1448,18,14715.5,73.58,817.5277777777778,0,0,2025-10-21,Premium,Google Ads,False,234,80,73.58
1449,25,3873.88,19.37,154.9552,0,0,2023-07-18,Standard,Google Ads,False,1060,80,19.37
1450,15,14145.970000000001,70.73,943.0646666666668,0,0,2023-11-20,Premium,Organic,False,935,0,70.73
1451,28,4574.77,22.9,163.38464285714286,1,0,2026-02-07,Standard,Referral,False,125,20,22.9
1452,17,88126.8,440.65,5183.929411764706,0,2,2025-08-22,Business,Organic,False,294,0,440.65
1453,23,3909.52,19.56,169.9791304347826,1,0,2023-09-23,Standard,Referral,True,993,20,19.56
1454,19,15103.45,75.52,794.9184210526316,2,0,2023-09-19,Premium,Organic,False,997,0,75.52
1455,14,2036.72,10.18,145.48,0,0,2023-06-28,Standard,LinkedIn,False,1080,120,10.18
1456,22,17835.12,89.16,810.6872727272727,0,0,2024-02-20,Premium,Google Ads,False,843,80,89.16
1457,15,2388.71,11.92,159.24733333333333,0,0,2024-02-07,Standard,Organic,False,856,0,11.92
1458,24,15733.309999999998,78.66,655.5545833333332,0,1,2025-01-18,Standard,Organic,False,510,0,78.66
1459,18,2585.6,12.91,143.64444444444445,0,0,2023-09-16,Standard,Referral,False,1000,20,12.91
1460,22,3161.58,15.780000000000001,143.70818181818183,1,0,2025-01-18,Standard,LinkedIn,False,510,120,15.780000000000001
1461,21,3096.1800000000003,15.47,147.43714285714287,0,0,2024-11-29,Standard,Google Ads,False,560,80,15.47
1462,26,3323.87,16.62,127.84115384615384,0,0,2025-10-26,Standard,Referral,False,229,20,16.62
1463,19,80877.98,404.41,4256.735789473684,1,1,2025-06-28,Premium,Google Ads,False,349,80,404.41
1464,28,4676.46,23.38,167.01642857142858,1,0,2024-07-07,Standard,Facebook Ads,False,705,60,23.38
1465,16,11662.3,58.3,728.89375,1,0,2024-07-28,Premium,Referral,False,684,20,58.3
1466,23,3631.25,18.15,157.8804347826087,0,0,2023-11-03,Standard,Organic,False,952,0,18.15
1467,25,12419.41,62.1,496.77639999999997,1,0,2023-07-15,Standard,Google Ads,False,1063,80,62.1
1468,22,12565.29,62.83,571.1495454545455,0,1,2023-09-10,Standard,LinkedIn,False,1006,120,62.83
1469,15,2798.72,14.0,186.58133333333333,0,0,2024-02-09,Standard,Organic,False,854,0,14.0
1470,23,3315.84,16.56,144.16695652173914,0,0,2024-11-06,Standard,Organic,False,583,0,16.56
1471,17,3022.81,15.1,177.81235294117647,0,0,2024-01-14,Standard,LinkedIn,False,880,120,15.1
1472,20,12111.23,60.59,605.5615,1,0,2023-07-11,Premium,Organic,False,1067,0,60.59
1473,17,2025.54,10.13,119.14941176470587,0,0,2025-09-13,Standard,Organic,True,272,0,10.13
1474,21,16239.140000000001,81.18,773.292380952381,0,0,2024-04-15,Premium,Referral,False,788,20,81.18
1475,21,2990.59,14.940000000000001,142.4090476190476,0,0,2026-01-06,Standard,Facebook Ads,False,157,60,14.940000000000001
1476,20,3153.67,15.780000000000001,157.6835,0,0,2025-03-14,Standard,Google Ads,False,455,80,15.780000000000001
1477,27,4072.7400000000002,20.39,150.84222222222223,0,0,2026-02-03,Standard,Organic,False,129,0,20.39
1478,21,15134.35,75.69,720.6833333333334,0,0,2026-01-23,Premium,Google Ads,True,140,80,75.69
1479,18,13519.85,67.6,751.1027777777778,0,0,2024-02-12,Premium,Google Ads,False,851,80,67.6
1480,23,3504.22,17.51,152.35739130434783,0,0,2023-08-02,Standard,Google Ads,False,1045,80,17.51
1481,20,2666.97,13.34,133.3485,1,0,2025-09-26,Standard,Facebook Ads,False,259,60,13.34
1482,27,13539.480000000001,67.68,501.4622222222223,0,1,2026-02-02,Standard,LinkedIn,False,130,120,67.68
1483,19,77701.9,388.5,4089.573684210526,0,1,2023-12-27,Business,Organic,True,898,0,388.5
1484,16,2565.36,12.83,160.335,0,0,2024-12-27,Standard,Google Ads,False,532,80,12.83
1485,22,3732.03,18.65,169.6377272727273,1,0,2025-03-12,Standard,Referral,False,457,20,18.65
1486,27,7876.84,39.370000000000005,291.7348148148148,0,0,2026-01-15,Standard,Facebook Ads,False,148,60,39.370000000000005
1487,19,17799.79,89.00999999999999,936.831052631579,0,1,2024-11-25,Standard,Referral,False,564,20,89.00999999999999
1488,22,3038.33,15.19,138.10590909090908,0,0,2023-12-04,Standard,Referral,False,921,20,15.19
1489,20,80261.18,401.33,4013.0589999999997,0,1,2023-12-28,Business,LinkedIn,False,897,120,401.33
1490,13,1795.72,8.98,138.1323076923077,0,0,2026-01-06,Standard,Facebook Ads,True,157,60,8.98
1491,18,12839.74,64.18,713.3188888888889,0,0,2025-11-12,Premium,Google Ads,False,212,80,64.18
1492,29,57623.149999999994,288.12,1987.005172413793,0,1,2024-05-02,Premium,Organic,False,771,0,288.12
1493,21,15699.8,78.49,747.6095238095238,0,0,2025-04-06,Premium,LinkedIn,False,432,120,78.49
1494,19,14106.69,70.53,742.4573684210527,0,0,2025-12-07,Premium,Google Ads,False,187,80,70.53
1495,23,3319.85,16.6,144.34130434782608,0,0,2024-05-17,Standard,Organic,False,756,0,16.6
1496,28,3845.06,19.240000000000002,137.32357142857143,1,0,2024-08-20,Standard,Referral,False,661,20,19.240000000000002
1497,18,14396.34,71.99,799.7966666666666,0,0,2023-10-19,Premium,Organic,False,967,0,71.99
1498,18,92053.15,460.26,5114.063888888889,0,1,2025-09-15,Business,Google Ads,False,270,80,460.26
1499,16,12948.77,64.73,809.298125,1,0,2025-06-16,Premium,Organic,False,361,0,64.73
1500,16,2551.5,12.75,159.46875,0,0,2026-06-06,Standard,Referral,False,6,20,12.75
1501,15,7415.41,37.07,494.36066666666665,0,0,2026-02-25,Standard,Organic,False,107,0,37.07
1502,16,32303.899999999998,161.51,2018.9937499999999,0,1,2025-11-19,Premium,LinkedIn,False,205,120,161.51
1503,21,2954.38,14.790000000000001,140.6847619047619,0,0,2023-10-20,Standard,Referral,False,966,20,14.790000000000001
1504,27,84189.61,420.96,3118.1337037037038,0,1,2025-02-04,Premium,Referral,False,493,20,420.96
1505,20,102710.02,513.55,5135.501,0,3,2026-01-17,Business,Referral,False,146,20,513.55
1506,24,18570.5,92.83,773.7708333333334,1,0,2026-05-20,Premium,Organic,True,23,0,92.83
1507,21,3488.79,17.45,166.13285714285715,0,0,2024-04-21,Standard,Facebook Ads,False,782,60,17.45
1508,15,20131.46,100.65,1342.0973333333334,0,0,2025-08-10,Premium,Organic,True,306,0,100.65
1509,19,2580.49,12.93,135.81526315789472,0,0,2023-10-11,Standard,Google Ads,False,975,80,12.93
1510,24,18914.899999999998,94.56,788.1208333333333,0,1,2024-04-19,Standard,Referral,False,784,20,94.56
1511,23,3932.57,19.66,170.9813043478261,1,0,2025-05-02,Standard,Google Ads,True,406,80,19.66
1512,16,2154.07,10.77,134.629375,0,0,2024-05-28,Standard,LinkedIn,False,745,120,10.77
1513,20,3474.45,17.35,173.7225,1,0,2023-08-19,Standard,Organic,False,1028,0,17.35
1514,19,2397.78,11.99,126.19894736842106,0,0,2025-01-04,Standard,LinkedIn,False,524,120,11.99
1515,24,22311.83,111.57000000000001,929.6595833333334,1,0,2023-09-23,Premium,Referral,False,993,20,111.57000000000001
1516,20,2791.6,13.98,139.57999999999998,0,0,2026-05-15,Standard,Referral,True,28,20,13.98
1517,21,3603.31,18.02,171.58619047619047,1,0,2025-01-31,Standard,Referral,False,497,20,18.02
1518,20,17401.63,87.01,870.0815,0,0,2024-04-23,Premium,Google Ads,False,780,80,87.01
1519,23,18384.61,91.92,799.3308695652174,1,0,2024-11-12,Premium,Referral,False,577,20,91.92
1520,19,2980.51,14.93,156.86894736842106,0,0,2023-12-07,Standard,Organic,False,918,0,14.93
1521,23,3864.92,19.33,168.04,0,0,2026-03-31,Standard,Organic,False,73,0,19.33
1522,18,2816.2200000000003,14.09,156.45666666666668,0,0,2025-08-21,Standard,Referral,False,295,20,14.09
1523,11,1518.25,7.6,138.02272727272728,0,0,2024-09-02,Standard,Google Ads,True,648,80,7.6
1524,20,97818.68,489.1,4890.933999999999,1,1,2024-05-03,Business,Organic,False,770,0,489.1
1525,19,3419.58,17.12,179.9778947368421,0,0,2026-04-20,Standard,Facebook Ads,False,53,60,17.12
1526,21,16277.75,81.4,775.1309523809524,0,1,2024-04-18,Standard,LinkedIn,False,785,120,81.4
1527,19,3174.43,15.86,167.07526315789474,1,0,2026-04-15,Standard,LinkedIn,False,58,120,15.86
1528,25,12311.53,61.58,492.4612,0,0,2023-10-14,Standard,Google Ads,False,972,80,61.58
1529,17,2122.09,10.6,124.82882352941178,1,0,2023-06-27,Standard,Google Ads,False,1081,80,10.6
1530,15,2780.63,13.92,185.37533333333334,1,0,2023-08-16,Standard,Referral,True,1031,20,13.92
1531,17,14440.61,72.19,849.4476470588236,0,0,2025-09-09,Premium,Facebook Ads,False,276,60,72.19
1532,16,3563.87,17.82,222.741875,0,0,2024-03-30,Standard,LinkedIn,True,804,120,17.82
1533,22,2889.77,14.45,131.3531818181818,0,0,2025-02-12,Standard,LinkedIn,False,485,120,14.45
1534,23,18650.49,93.25,810.8908695652175,0,0,2025-03-16,Premium,Referral,False,453,20,93.25
1535,27,17185.67,85.91,636.5062962962962,1,0,2023-10-05,Premium,Facebook Ads,False,981,60,85.91
1536,18,3465.8199999999997,17.33,192.54555555555555,0,0,2023-10-14,Standard,Facebook Ads,False,972,60,17.33
1537,18,2932.1800000000003,14.65,162.8988888888889,1,0,2025-11-15,Standard,Google Ads,False,209,80,14.65
1538,25,3565.4300000000003,17.85,142.61720000000003,1,0,2025-06-26,Standard,Referral,False,351,20,17.85
1539,15,1626.09,8.12,108.40599999999999,0,0,2025-08-08,Standard,Google Ads,False,308,80,8.12
1540,26,4216.42,21.09,162.17000000000002,1,0,2025-12-29,Standard,Referral,True,165,20,21.09
1541,18,110970.45999999999,554.85,6165.025555555555,0,2,2023-07-16,Premium,Organic,True,1062,0,554.85
1542,20,17475.39,87.38,873.7695,0,0,2024-05-24,Premium,Referral,False,749,20,87.38
1543,22,3533.74,17.65,160.62454545454545,0,0,2024-05-16,Standard,Referral,False,757,20,17.65
1544,21,3586.37,17.91,170.7795238095238,0,0,2025-07-21,Standard,Facebook Ads,False,326,60,17.91
1545,26,4316.04,21.57,166.00153846153847,0,0,2026-06-11,Standard,Google Ads,True,1,80,21.57
1546,16,10331.57,51.65,645.723125,0,0,2023-11-16,Premium,Organic,False,939,0,51.65
1547,12,1558.0900000000001,7.779999999999999,129.84083333333334,0,0,2024-06-06,Standard,Organic,True,736,0,7.779999999999999
1548,19,13812.53,69.08,726.9752631578948,1,0,2025-07-06,Premium,LinkedIn,False,341,120,69.08
1549,16,2158.05,10.78,134.878125,0,0,2024-09-12,Standard,Organic,False,638,0,10.78
1550,28,4593.81,22.96,164.06464285714287,0,0,2025-12-29,Standard,Organic,True,165,0,22.96
1551,23,3890.82,19.48,169.16608695652175,0,0,2023-07-22,Standard,Google Ads,False,1056,80,19.48
1552,23,17656.56,88.27,767.6765217391305,0,0,2025-03-17,Premium,Referral,False,452,20,88.27
1553,20,2553.86,12.78,127.69300000000001,0,0,2023-12-20,Standard,Organic,True,905,0,12.78
1554,26,119685.86,598.43,4603.302307692307,1,3,2024-06-15,Business,Organic,True,727,0,598.43
1555,25,3942.48,19.689999999999998,157.6992,0,0,2025-10-13,Standard,Google Ads,False,242,80,19.689999999999998
1556,15,1978.99,9.879999999999999,131.93266666666668,0,0,2025-08-17,Standard,Referral,True,299,20,9.879999999999999
1557,21,21657.96,108.3,1031.3314285714284,1,1,2025-03-17,Standard,Google Ads,False,452,80,108.3
1558,22,3214.9300000000003,16.05,146.13318181818184,0,0,2025-06-18,Standard,Organic,False,359,0,16.05
1559,14,10925.09,54.64,780.3635714285714,0,0,2025-08-11,Premium,Referral,False,305,20,54.64
1560,22,2485.53,12.43,112.97863636363637,1,0,2026-04-23,Standard,LinkedIn,False,50,120,12.43
1561,23,19054.24,95.27,828.4452173913044,0,0,2024-08-22,Premium,Organic,False,659,0,95.27
1562,18,12198.46,60.98,677.6922222222222,1,0,2024-03-16,Premium,Facebook Ads,False,818,60,60.98
1563,24,3987.12,19.94,166.13,1,0,2023-07-18,Standard,Facebook Ads,False,1060,60,19.94
1564,14,1909.95,9.56,136.425,0,0,2024-10-27,Standard,Google Ads,False,593,80,9.56
1565,19,3047.07,15.24,160.3721052631579,0,0,2025-12-28,Standard,Google Ads,False,166,80,15.24
1566,15,2329.46,11.66,155.29733333333334,1,0,2025-12-14,Standard,Organic,False,180,0,11.66
1567,27,123949.38,619.73,4590.717777777778,0,1,2024-01-04,Premium,Google Ads,False,890,80,619.73
1568,16,2280.07,11.4,142.504375,0,0,2024-08-16,Standard,Referral,False,665,20,11.4
1569,19,17062.829999999998,85.29,898.0436842105262,0,0,2024-02-26,Standard,Google Ads,False,837,80,85.29
1570,14,1966.7,9.84,140.47857142857143,0,0,2025-02-01,Standard,LinkedIn,False,496,120,9.84
1571,21,3546.7799999999997,17.75,168.8942857142857,0,0,2026-01-09,Standard,Organic,False,154,0,17.75
1572,18,12235.39,61.18,679.7438888888888,1,0,2026-02-22,Premium,Google Ads,False,110,80,61.18
1573,15,3006.88,15.02,200.4586666666667,0,0,2025-10-05,Standard,Referral,False,250,20,15.02
1574,16,2550.85,12.75,159.428125,1,0,2024-02-25,Standard,Facebook Ads,False,838,60,12.75
1575,21,2657.64,13.27,126.55428571428571,0,0,2025-07-10,Standard,Google Ads,True,337,80,13.27
1576,23,3980.98,19.9,173.08608695652174,0,0,2023-12-27,Standard,Organic,False,898,0,19.9
1577,23,3395.92,16.96,147.64869565217393,1,0,2024-12-12,Standard,Facebook Ads,False,547,60,16.96
1578,20,3155.74,15.78,157.78699999999998,0,0,2025-06-05,Standard,Facebook Ads,False,372,60,15.78
1579,20,2505.28,12.52,125.26400000000001,0,0,2026-05-08,Standard,Facebook Ads,False,35,60,12.52
1580,21,15893.49,79.47,756.8328571428572,0,0,2025-09-27,Premium,Facebook Ads,False,258,60,79.47
1581,16,10174.420000000002,50.88,635.9012500000001,0,0,2025-02-20,Standard,Organic,False,477,0,50.88
1582,20,3002.14,15.02,150.107,0,0,2024-04-11,Standard,Google Ads,False,792,80,15.02
1583,21,3579.09,17.9,170.43285714285716,1,0,2023-10-12,Standard,Organic,True,974,0,17.9
1584,23,3851.7,19.259999999999998,167.46521739130435,0,0,2025-11-15,Standard,Google Ads,False,209,80,19.259999999999998
1585,16,14036.42,70.18,877.27625,1,0,2023-11-10,Premium,Google Ads,False,945,80,70.18
1586,19,2189.48,10.93,115.2357894736842,0,0,2024-08-16,Standard,Facebook Ads,True,665,60,10.93
1587,21,6598.17,32.99,314.1985714285714,0,0,2025-11-11,Standard,Referral,False,213,20,32.99
1588,24,21890.46,109.47,912.1025,0,0,2024-07-30,Premium,Organic,False,682,0,109.47
1589,20,3303.15,16.52,165.1575,0,0,2026-04-23,Standard,Facebook Ads,False,50,60,16.52
1590,24,3791.98,18.95,157.99916666666667,0,0,2023-12-22,Standard,Facebook Ads,False,903,60,18.95
1591,23,78244.87,391.2,3401.950869565217,0,1,2025-06-09,Premium,Referral,False,368,20,391.2
1592,18,3302.13,16.51,183.45166666666668,0,0,2025-03-14,Standard,Referral,True,455,20,16.51
1593,26,3939.07,19.7,151.5026923076923,0,0,2025-03-12,Standard,Google Ads,True,457,80,19.7
1594,20,2062.68,10.31,103.13399999999999,0,0,2025-06-01,Standard,Google Ads,True,376,80,10.31
1595,25,4223.14,21.1,168.9256,0,0,2025-08-18,Standard,Referral,True,298,20,21.1
1596,22,15907.88,79.53,723.0854545454545,2,0,2025-11-27,Premium,Organic,False,197,0,79.53
1597,18,2934.44,14.68,163.02444444444444,0,0,2025-12-15,Standard,Organic,False,179,0,14.68
1598,20,3571.78,17.85,178.589,0,0,2023-12-11,Standard,Google Ads,False,914,80,17.85
1599,23,280857.67,1404.29,12211.203043478261,1,1,2024-08-18,Business,Organic,False,663,0,1404.29
1600,17,13659.77,68.31,803.5158823529412,0,0,2025-06-18,Premium,Referral,False,359,20,68.31
1601,25,4076.51,20.39,163.06040000000002,0,0,2024-12-16,Standard,Referral,False,543,20,20.39
1602,23,4150.1,20.74,180.4391304347826,0,0,2024-10-27,Standard,Referral,False,593,20,20.74
1603,30,19821.0,99.11,660.7,1,0,2024-01-22,Premium,LinkedIn,False,872,120,99.11
1604,18,10343.68,51.71,574.6488888888889,1,0,2023-11-02,Standard,Organic,False,953,0,51.71
1605,14,2063.3,10.31,147.37857142857143,0,0,2025-05-21,Standard,Organic,False,387,0,10.31
1606,16,83837.96,419.21,5239.8725,0,2,2025-10-29,Business,LinkedIn,True,226,120,419.21
1607,22,3656.89,18.3,166.22227272727272,0,0,2025-12-23,Standard,Referral,False,171,20,18.3
1608,23,6395.120000000001,31.98,278.04869565217393,0,0,2023-10-04,Standard,Google Ads,False,982,80,31.98
1609,15,9873.93,49.38,658.2620000000001,2,0,2026-04-10,Premium,Organic,False,63,0,49.38
1610,26,4333.58,21.68,166.67615384615385,1,0,2024-10-10,Standard,Organic,False,610,0,21.68
1611,18,17313.85,86.59,961.8805555555555,0,0,2025-05-19,Premium,Referral,False,389,20,86.59
1612,16,9928.32,49.63999999999999,620.52,0,0,2025-08-12,Standard,LinkedIn,False,304,120,49.63999999999999
1613,12,1878.91,9.39,156.57583333333335,0,0,2023-07-21,Standard,LinkedIn,False,1057,120,9.39
1614,14,96919.33,484.6,6922.809285714286,0,3,2025-08-10,Business,LinkedIn,False,306,120,484.6
1615,16,2217.58,11.08,138.59875,0,0,2025-04-05,Standard,Organic,False,433,0,11.08
1616,14,21740.98,108.71000000000001,1552.9271428571428,0,1,2023-07-12,Standard,Google Ads,True,1066,80,108.71000000000001
1617,20,3155.11,15.79,157.7555,0,0,2024-08-23,Standard,Organic,False,658,0,15.79
1618,25,4309.97,21.56,172.39880000000002,0,0,2024-08-04,Standard,Organic,True,677,0,21.56
1619,26,21583.81,107.92999999999999,830.1465384615385,0,0,2025-03-18,Premium,Google Ads,False,451,80,107.92999999999999
1620,20,18748.23,93.73,937.4114999999999,0,0,2023-10-12,Premium,Facebook Ads,False,974,60,93.73
1621,17,2465.0,12.32,145.0,0,0,2026-01-15,Standard,LinkedIn,False,148,120,12.32
1622,20,3281.73,16.39,164.0865,1,0,2024-10-04,Standard,Google Ads,True,616,80,16.39
1623,18,10128.29,50.64,562.6827777777778,0,0,2026-04-16,Standard,Organic,True,57,0,50.64
1624,17,34596.04,172.97,2035.0611764705882,1,1,2023-10-16,Premium,LinkedIn,False,970,120,172.97
1625,19,14322.71,71.62,753.8268421052632,0,0,2024-02-19,Premium,Organic,False,844,0,71.62
1626,20,43760.99,218.81,2188.0495,0,1,2024-02-20,Premium,Facebook Ads,False,843,60,218.81
1627,13,2056.06,10.28,158.15846153846152,0,0,2023-11-19,Standard,Organic,True,936,0,10.28
1628,25,3764.03,18.82,150.5612,0,0,2024-02-23,Standard,Referral,True,840,20,18.82
1629,17,2677.76,13.39,157.51529411764707,0,0,2026-04-15,Standard,LinkedIn,False,58,120,13.39
1630,20,16831.53,84.16,841.5764999999999,0,0,2023-11-20,Premium,Google Ads,False,935,80,84.16
1631,20,3316.65,16.57,165.8325,0,0,2023-08-29,Standard,Facebook Ads,False,1018,60,16.57
1632,21,3946.86,19.74,187.9457142857143,0,0,2024-03-25,Standard,Facebook Ads,False,809,60,19.74
1633,25,19213.26,96.05,768.5304,1,0,2024-01-31,Premium,Facebook Ads,False,863,60,96.05
1634,20,14795.88,73.98,739.794,1,1,2025-10-21,Standard,Google Ads,False,234,80,73.98
1635,21,4079.69,20.400000000000002,194.2709523809524,1,0,2026-02-02,Standard,Google Ads,False,130,80,20.400000000000002
1636,16,2582.38,12.9,161.39875,0,0,2026-03-11,Standard,Organic,False,93,0,12.9
1637,27,4604.9,23.05,170.55185185185184,3,0,2023-12-06,Standard,LinkedIn,False,919,120,23.05
1638,20,17981.39,89.91,899.0695,2,0,2024-07-27,Premium,Referral,False,685,20,89.91
1639,17,2600.39,13.01,152.96411764705883,0,0,2026-01-14,Standard,Referral,True,149,20,13.01
1640,18,11965.61,59.839999999999996,664.7561111111112,0,0,2026-02-19,Premium,Facebook Ads,False,113,60,59.839999999999996
1641,17,14908.16,74.53999999999999,876.9505882352942,1,0,2026-03-03,Premium,Facebook Ads,False,101,60,74.53999999999999
1642,21,17750.670000000002,88.77,845.2700000000001,1,0,2026-02-02,Premium,LinkedIn,False,130,120,88.77
1643,18,4922.37,24.580000000000002,273.465,1,0,2024-08-25,Standard,Google Ads,False,656,80,24.580000000000002
1644,23,4007.73,20.04,174.24913043478261,0,0,2023-10-02,Standard,Organic,False,984,0,20.04
1645,18,14925.45,74.62,829.1916666666667,1,0,2024-12-08,Premium,Google Ads,False,551,80,74.62
1646,28,19013.64,95.08,679.0585714285714,0,0,2023-12-19,Premium,Referral,False,906,20,95.08
1647,25,3208.1,16.05,128.32399999999998,2,0,2026-04-15,Standard,Facebook Ads,False,58,60,16.05
1648,20,3175.2799999999997,15.889999999999999,158.76399999999998,0,0,2024-10-30,Standard,Google Ads,False,590,80,15.889999999999999
1649,24,13137.619999999999,65.68,547.4008333333333,0,0,2024-07-15,Premium,Google Ads,False,697,80,65.68
1650,23,81323.83,406.61,3535.818695652174,0,1,2024-04-21,Premium,Google Ads,False,782,80,406.61
1651,21,17430.29,87.17,830.0138095238095,0,0,2025-12-25,Premium,Referral,False,169,20,87.17
1652,14,2301.89,11.49,164.42071428571427,0,0,2024-07-20,Standard,LinkedIn,False,692,120,11.49
1653,24,22870.8,114.36,952.9499999999999,0,1,2023-07-19,Standard,Organic,False,1059,0,114.36
1654,26,4411.87,22.07,169.68730769230768,0,0,2023-06-28,Standard,Referral,False,1080,20,22.07
1655,27,3467.2,17.35,128.4148148148148,0,0,2026-02-13,Standard,Google Ads,False,119,80,17.35
1656,17,12447.9,62.22,732.2294117647059,0,0,2024-03-14,Premium,LinkedIn,False,820,120,62.22
1657,19,3411.66,17.05,179.56105263157895,1,0,2025-02-08,Standard,Google Ads,False,489,80,17.05
1658,23,3906.91,19.54,169.86565217391305,0,0,2025-07-15,Standard,Facebook Ads,False,332,60,19.54
1659,18,13573.26,67.88,754.07,1,0,2025-09-25,Premium,Facebook Ads,False,260,60,67.88
1660,19,2577.3,12.87,135.64736842105265,0,0,2023-11-20,Standard,Referral,False,935,20,12.87
1661,20,17420.72,87.08,871.0360000000001,0,0,2023-06-16,Premium,Google Ads,True,1092,80,87.08
1662,19,2854.99,14.290000000000001,150.26263157894735,0,0,2023-08-02,Standard,Referral,False,1045,20,14.290000000000001
1663,17,13786.23,68.94,810.9547058823529,0,0,2025-02-11,Premium,Google Ads,False,486,80,68.94
1664,22,2965.91,14.84,134.8140909090909,0,0,2026-04-18,Standard,Organic,False,55,0,14.84
1665,24,51439.43,257.2,2143.309583333333,0,1,2023-11-13,Premium,Referral,False,942,20,257.2
1666,12,1714.85,8.58,142.90416666666667,0,0,2023-12-05,Standard,Google Ads,False,920,80,8.58
1667,15,2540.37,12.71,169.358,0,0,2025-12-12,Standard,Referral,False,182,20,12.71
1668,25,4356.46,21.76,174.2584,1,0,2024-03-18,Standard,Referral,False,816,20,21.76
1669,19,2655.67,13.28,139.7721052631579,0,0,2025-12-08,Standard,Google Ads,False,186,80,13.28
1670,18,12206.96,61.050000000000004,678.1644444444444,1,0,2023-12-23,Premium,LinkedIn,False,902,120,61.050000000000004
1671,13,10674.23,53.36,821.0946153846154,0,0,2024-02-02,Premium,Referral,True,861,20,53.36
1672,17,2308.11,11.54,135.77117647058824,0,0,2025-10-05,Standard,Google Ads,False,250,80,11.54
1673,22,106298.16,531.5,4831.734545454546,0,0,2023-09-28,Business,Organic,False,988,0,531.5
1674,20,3214.8,16.060000000000002,160.74,1,0,2026-01-31,Standard,Referral,False,132,20,16.060000000000002
1675,17,2835.7,14.18,166.80588235294115,1,0,2023-08-10,Standard,Facebook Ads,True,1037,60,14.18
1676,28,25835.11,129.18,922.6825,0,0,2025-03-03,Premium,Google Ads,True,466,80,129.18
1677,19,18760.98,93.81,987.42,1,1,2024-10-28,Standard,LinkedIn,True,592,120,93.81
1678,34,4741.3,23.72,139.45000000000002,2,0,2024-12-30,Standard,Google Ads,False,529,80,23.72
1679,15,11542.98,57.72,769.5319999999999,1,0,2026-04-04,Premium,Referral,False,69,20,57.72
1680,30,4542.47,22.69,151.41566666666668,1,0,2024-04-27,Standard,Google Ads,False,776,80,22.69
1681,19,3110.75,15.53,163.72368421052633,0,0,2023-06-12,Standard,Referral,False,1096,20,15.53
1682,25,3867.67,19.35,154.70680000000002,0,0,2025-09-16,Standard,Organic,False,269,0,19.35
1683,23,18081.82,90.42,786.1660869565218,0,0,2025-01-18,Premium,Referral,False,510,20,90.42
1684,22,3198.54,15.98,145.3881818181818,1,0,2025-12-06,Standard,Facebook Ads,True,188,60,15.98
1685,25,3990.2,19.95,159.608,2,0,2025-01-11,Standard,Referral,False,517,20,19.95
1686,7,731.61,3.67,104.51571428571428,1,0,2023-10-15,Standard,Google Ads,False,971,80,3.67
1687,20,3202.4,16.0,160.12,0,0,2025-05-30,Standard,Google Ads,False,378,80,16.0
1688,15,12504.8,62.52,833.6533333333333,0,0,2026-04-08,Premium,Facebook Ads,False,65,60,62.52
1689,26,12316.560000000001,61.589999999999996,473.7138461538462,0,0,2024-10-05,Standard,LinkedIn,False,615,120,61.589999999999996
1690,11,75143.64,375.71000000000004,6831.24,1,2,2025-11-02,Premium,Referral,False,222,20,375.71000000000004
1691,24,4028.9,20.14,167.87083333333334,0,0,2025-05-16,Standard,LinkedIn,False,392,120,20.14
1692,11,1353.8400000000001,6.76,123.07636363636365,1,0,2025-10-30,Standard,Organic,False,225,0,6.76
1693,14,2038.65,10.2,145.61785714285716,0,0,2025-03-04,Standard,Facebook Ads,False,465,60,10.2
1694,16,11096.24,55.489999999999995,693.515,0,0,2025-08-21,Premium,Google Ads,False,295,80,55.489999999999995
1695,31,349514.45999999996,1747.58,11274.659999999998,0,3,2025-06-21,Business,Google Ads,False,356,80,1747.58
1696,14,2322.03,11.61,165.85928571428573,0,0,2026-06-10,Standard,Google Ads,True,2,80,11.61
